Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/315035,2025-03-15 11:57:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,854.47,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/312267,2024-11-21 12:00:00,Steam Boiler Diesel & LPG,Blue Dart & Local Bike Logistics,1745.17,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/313218,2024-08-18 15:10:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,182.37,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/314740,2024-09-14 18:25:00,Staff Salaries & Pressing Wages,Commercial Property Landlord Pool,1403.8,0.0,Routine voucher booking for staff salaries & pressing wages,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/300224,2025-02-20 11:11:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,5152.19,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/301341,2024-10-29 11:35:00,Electricity & Water Tanker Costs,Seitz Specialty Chemicals India,1886.57,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/310865,2024-10-13 15:15:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,5469.74,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/309542,2024-08-28 14:27:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2541.2,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/303757,2024-06-15 10:36:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,170.95,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/LOG-400406,2024-09-10 11:10:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,15106.03,0.0,Inter-branch garment transit claim ref VAN-EXP-140,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/307683,2024-06-26 15:31:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,254.88,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),cfo_kapoor
DRY/24-25/301533,2024-12-07 13:15:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,287.45,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/318987,2024-05-30 12:38:00,Hydro-Extractor Machinery Lease,Diversey Hygiene Supplies,922.48,0.0,Routine voucher booking for hydro-extractor machinery lease,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/322144,2025-03-13 19:07:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1276.8,Routine voucher booking for commercial hotel laundry b2b,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/307033,2024-11-11 08:06:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,854.18,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/310579,2024-07-23 11:55:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,427.76,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/318144,2025-03-23 16:26:00,Dry Cleaning Solvents & Perc,Blue Dart & Local Bike Logistics,557.35,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/307811,2025-01-25 11:20:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,343.98,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/321938,2024-05-16 15:28:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,662.16,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/319989,2024-12-19 08:53:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2985.45,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/305231,2024-06-14 19:42:00,Van Logistics & Fuel Reimbursements,State Electricity Board,4922.49,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/302546,2024-09-27 11:39:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,108.06,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/319779,2024-10-23 17:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2450.11,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/308686,2024-11-10 09:08:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,239.03,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/305465,2025-03-13 12:56:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,1861.99,0.0,Routine voucher booking for van logistics & fuel reimbursements,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/304356,2025-01-30 16:11:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2178.82,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/318223,2025-02-03 12:20:00,Hydro-Extractor Machinery Lease,Commercial Property Landlord Pool,1154.77,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/302738,2025-03-28 19:37:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2648.67,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/LOG-402347,2024-11-27 11:45:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,20213.52,0.0,Inter-branch garment transit claim ref VAN-EXP-976,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/301720,2024-04-09 16:44:00,Branch Shop Rental,CleanCare Packaging Ltd,12568.13,0.0,Routine voucher booking for branch shop rental,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/LOG-402260,2024-06-24 12:44:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,16777.98,0.0,Inter-branch garment transit claim ref VAN-EXP-169,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/303353,2024-09-13 14:23:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,422.52,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/316305,2024-06-23 16:03:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,498.08,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/301054,2024-05-13 08:14:00,Steam Boiler Diesel & LPG,Taj & Marriott B2B Hotel Pool,327.31,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/LOG-402384,2025-01-23 12:35:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,22181.51,0.0,Inter-branch garment transit claim ref VAN-EXP-213,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/316423,2024-11-04 11:38:00,Dry Cleaning Solvents & Perc,Taj & Marriott B2B Hotel Pool,749.25,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/313810,2025-01-07 17:12:00,POS Software & Cloud Subscription,CleanCare Packaging Ltd,703.08,0.0,Routine voucher booking for pos software & cloud subscription,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/309489,2024-08-27 15:12:00,Van Logistics & Fuel Reimbursements,Local Water Tanker Suppliers,330.81,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/YE-500681,2025-03-26 21:21:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,184448.45,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/307188,2024-06-19 18:59:00,Eco-friendly Detergents & Softeners,Direct Walk-in Retail Clients,1076.96,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/301932,2024-04-03 09:23:00,Electricity & Water Tanker Costs,Blue Dart & Local Bike Logistics,418.16,0.0,Routine voucher booking for electricity & water tanker costs,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/LOG-401253,2024-05-06 17:26:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32353.38,0.0,Inter-branch garment transit claim ref VAN-EXP-544,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/308000,2025-02-26 15:37:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,222.65,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_blr
DRY/24-25/307168,2024-06-03 20:09:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,595.71,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),cfo_kapoor
DRY/24-25/322100,2024-05-15 08:50:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,342.65,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/304383,2024-06-12 15:22:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,537.44,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/302374,2024-07-27 16:55:00,Eco-friendly Detergents & Softeners,Local Water Tanker Suppliers,1480.21,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/306694,2024-04-11 09:55:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1182.45,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/310522,2024-06-02 20:08:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,319.73,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/LOG-400376,2024-05-07 15:43:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,28586.36,0.0,Inter-branch garment transit claim ref VAN-EXP-165,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/305178,2024-09-18 18:54:00,Van Logistics & Fuel Reimbursements,Taj & Marriott B2B Hotel Pool,5715.94,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/305634,2024-10-03 11:26:00,Eco-friendly Detergents & Softeners,Buchi Laundry Equipment Lease,503.77,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/303924,2024-10-18 14:39:00,Branch Shop Rental,Taj & Marriott B2B Hotel Pool,4726.47,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/310047,2024-07-07 12:44:00,Electricity & Water Tanker Costs,Blue Dart & Local Bike Logistics,6155.94,0.0,Routine voucher booking for electricity & water tanker costs,Branch 01 - Connaught Place (Delhi),cfo_kapoor
DRY/24-25/306558,2024-09-24 13:46:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,383.96,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/322382,2025-02-21 14:26:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,288.16,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/312573,2024-04-16 13:57:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,672.41,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_blr
DRY/24-25/LOG-400392,2024-09-25 11:54:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,18937.26,0.0,Inter-branch garment transit claim ref VAN-EXP-658,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/LOG-400892,2025-03-05 18:08:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,29086.26,0.0,Inter-branch garment transit claim ref VAN-EXP-579,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/317586,2024-09-18 08:06:00,Van Logistics & Fuel Reimbursements,CleanCare Packaging Ltd,4255.35,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/314915,2024-04-18 12:38:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1015.79,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/318683,2024-08-09 12:13:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,338.97,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/318943,2024-12-31 13:23:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,95.35,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/303752,2024-09-02 08:27:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,120.96,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/300639,2024-10-19 08:19:00,Eco-friendly Detergents & Softeners,Direct Walk-in Retail Clients,886.65,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/300790,2024-09-03 18:56:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,911.06,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/309579,2024-04-05 19:53:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,863.65,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/318279,2024-09-09 11:10:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,7291.03,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/320072,2024-04-25 09:11:00,Steam Boiler Diesel & LPG,Buchi Laundry Equipment Lease,1554.89,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/300793,2025-01-10 16:22:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3738.84,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/301114,2025-03-09 17:14:00,Electricity & Water Tanker Costs,Commercial Property Landlord Pool,80.0,0.0,Routine voucher booking for electricity & water tanker costs,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/305385,2024-06-21 16:28:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,557.4,Routine voucher booking for premium garment care revenue,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/303357,2024-09-13 11:11:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,812.96,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/302777,2024-05-20 15:47:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1788.13,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/302102,2024-06-02 20:21:00,Hydro-Extractor Machinery Lease,CleanCare Packaging Ltd,707.07,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/304740,2024-11-24 08:45:00,Electricity & Water Tanker Costs,Local Water Tanker Suppliers,13025.43,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/307317,2024-12-08 13:55:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,18254.19,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_blr
